Марка;Модель;Годы;Экран;Магнитола;Цена магнитолы;Рамка;Артикул рамки;Цена рамки;Проводка;Цена проводки;Итого;Статус;Вариантов рамок;Вариантов проводки;Рамок с фото
Mitsubishi;Pajero Sport;2020–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Mitsubishi Pajero Sport 2020+ 10 дюймов;MI 088T;2260;Переходник Андроид магнитолы для Mitsubishi Pajero Sport 2019+ (360);2452;21812;ок;1;6;0
Mitsubishi;Pajero iO;1998–2007;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Mitsubishi Pajero iO 1998 - 2007 9 дюймов (черная);TR 032N;2111;Переходник Андроид магнитолы для Mitsubishi 1995-2010;600;19711;ок;2;5;0
Mitsubishi;RVR;2010–2016;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Mitsubishi ASX, RVR 2010 - 2016 10 дюймов;TK075;1713;Переходник Андроид магнитолы для Mitsubishi 2007+;650;19463;ок;2;4;0
Mitsubishi;RVR;2010–2016;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Mitsubishi ASX, RVR 2010 - 2016 для 12,3 дюйма магнитолы;K149;6434;Переходник Андроид магнитолы для Mitsubishi 2007+;650;33484;ок;1;4;0
Mitsubishi;RVR;2016–2023;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Mitsubishi ASX, RVR 2016+ 10 дюймов тип 2;MI 121T;1677;Переходник Андроид магнитолы для Mitsubishi 2007+;650;19427;ок;1;4;0
Mitsubishi;RVR;2020–2025;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Mitsubishi ASX 2020+ 10 дюймов (левый руль, авто с монитором);MI 077T;817;Переходник Андроид магнитолы для Mitsubishi 2007+;650;18567;ок;1;4;0
Nissan;Almera;2000–2006;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Nissan Bluebird Sylphy I (G10) 2000—2005 Almera (RN16) 2000-2006 для 12,3 дюйма магнитолы;K107 PA1/PA3;7884;Переходник Андроид магнитолы для Nissan 1994-2004;500;34784;ок;1;3;0
Nissan;Almera;2002–2006;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Nissan Almera, Sentra 2002 - 2006 10 дюймов;NI 078T;1311;Переходник Андроид магнитолы для Nissan 1994-2004;500;18911;ок;1;3;0
Nissan;Almera;2012–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Almera 2012 - 2019 9 дюймов;NI 169N;1778;Переходник Андроид магнитолы для Nissan 2004+;550;19328;ок;1;3;0
Nissan;Altima;2014–2016;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Teana, Altima 2014 - 2016 10 дюймов;NI 046T;1478;Переходник Андроид магнитолы для Nissan 2004+;550;19128;ок;1;3;0
Nissan;Armada;2003–2007;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan X-Trail, Armada (без Bose) 2003 - 2007 10 дюймов;NI 084T;1111;Переходник Андроид магнитолы для Nissan 2004+;550;18761;ок;1;3;0
Nissan;Bluebird;2000–2006;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Nissan Bluebird Sylphy I (G10) 2000—2005 Almera (RN16) 2000-2006 для 12,3 дюйма магнитолы;K107 PA1/PA3;7884;Переходник Андроид магнитолы для Nissan 1994-2004;500;34784;ок;1;3;0
Nissan;Bluebird;2005–2012;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Nissan Bluebird Sylphy II (G11) 2005 — 2012 10 дюймов;TK0088;1700;Переходник Андроид магнитолы для Nissan 2004+;550;19350;ок;1;3;0
Nissan;Bluebird;2014–2022;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Nissan Sentra, Tiida, Bluebird Sylphy 2014+ для 12,3 дюйма магнитолы;K60 PA1;4767;Переходник Андроид магнитолы для Nissan 2004+;550;31717;ок;1;3;0
Nissan;Bluebird;2014–2025;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Sentra, Tiida, Bluebird Sylphy 2014+ 10 дюймов;AYSHYG017;901;Переходник Андроид магнитолы для Nissan 2004+;550;18551;ок;1;3;0
Nissan;Caravan;2001–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Caravan 2001 - 2012 9 дюймов;NI 132N;2904;Переходник Андроид магнитолы для Nissan 2004+;550;20454;ок;1;3;0
Nissan;Cube;2008–2008;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Cube 2002 - 2008 10 дюймов;NI 122T;2518;Переходник Андроид магнитолы для Nissan 2004+;550;20168;ок;1;4;0
Nissan;Cube;2012–2019;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Cube 2012+ 10 дюймов;NI 083T;2818;Переходник Андроид магнитолы для Nissan 2004+;550;20468;ок;1;4;0
Nissan;Dayz;2013–2019;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Dayz 2013 - 2019 10 дюймов;NI 157T;2344;Переходник Андроид магнитолы для Nissan 2004+;550;19994;ок;1;3;0
Nissan;Dualis;2007–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Qashqai, Dualis 2007 - 2014 9 дюймов;TK0264;1508;Переходник Андроид магнитолы для Nissan 2004+;550;19058;ок;3;4;0
Nissan;Dualis;2007–2014;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Nissan Qashqai, Dualis 2007 - 2014 для 12,3 дюйма магнитолы;K193+K328;6929;Переходник Андроид магнитолы для Nissan 2004+;550;33879;ок;1;4;0
Nissan;Elgrand;2002–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Elgrand 2002 - 2010 9 дюймов;NI 055N;3263;Переходник Андроид магнитолы для Nissan 2004+;550;20813;ок;1;3;0
Nissan;Fuga;2005–2009;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Infiniti M35, Nissan Fuga 2005 - 2009 9 дюймов;IN 003N;1082;Переходник Андроид магнитолы для Nissan 2004+;550;18632;ок;1;3;0
Nissan;Juke;2010–2018;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Juke 2010 - 2018 9 дюймов;TK755;1129;Переходник Андроид магнитолы для Nissan 2004+;550;18679;ок;1;4;0
Nissan;Kicks;2016–2024;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Nissan Kicks 2016+ 10 дюймов (левый руль);NI 142T;1090;Переходник Андроид магнитолы для Nissan Kicks 2016+ (левый руль);3546;21736;ок;1;4;0
Nissan;Kicks;2020–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Kicks 2020+ 10 дюймов (правый руль);NI 188T;1546;Переходник Андроид магнитолы для Nissan Kicks 2016+ (левый руль);3546;22192;ок;1;4;0
Nissan;Latio;2010–2013;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan March (K13) 2010 - 2013, Nissan Latio 2010 - 2013 9 дюймов;NI 051N;827;Переходник Андроид магнитолы для Nissan 2004+;550;18377;ок;1;3;0
Nissan;Latio;2013–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan March 2013 - 2019, Nissan Latio (N17) 2013 - 2017 9 дюймов;NI 097N;1608;Переходник Андроид магнитолы для Nissan 2004+;550;19158;ок;1;3;0
Nissan;Leaf;2009–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Leaf 2009 - 2017 9 дюймов;NI 127N;2345;Переходник Андроид магнитолы для Nissan 2004+;550;19895;ок;1;4;0
Nissan;Leaf;2017–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Leaf 2017+ 9 дюймов;NI 166N;1061;Переходник Андроид магнитолы для Nissan Leaf 2017-2022 (без 360);2356;20417;ок;1;4;0
Nissan;March;2002–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan March (K12) 2002 - 2010 9 дюймов (серая);NI 147N;1729;Переходник Андроид магнитолы для Nissan 2004+;550;19279;ок;1;3;0
Nissan;March;2010–2013;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan March (K13) 2010 - 2013, Nissan Latio 2010 - 2013 9 дюймов;NI 051N;827;Переходник Андроид магнитолы для Nissan 2004+;550;18377;ок;1;3;0
Nissan;March;2013–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan March 2013 - 2019, Nissan Latio (N17) 2013 - 2017 9 дюймов;NI 097N;1608;Переходник Андроид магнитолы для Nissan 2004+;550;19158;ок;1;3;0
Nissan;Maxima;1998–2003;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Nissan Maxima (A33) 1998 - 2003 9 дюймов (серая);NI 256N;2276;Переходник Андроид магнитолы для Nissan 1994-2004;500;19776;ок;1;3;0
Nissan;Murano;2002–2008;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Murano (Z50) 2002 - 2008 9 дюймов взамен БК;NI 171N;1833;Переходник Андроид магнитолы для Nissan 2004+;550;19383;ок;1;6;0
Nissan;Murano;2007–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Murano 2007 - 2016 9 дюймов;NI 138N;1755;Переходник Андроид магнитолы для Nissan 2004+;550;19305;ок;2;6;0
Nissan;Murano;2016–2024;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Murano 2016+ 10 дюймов;TK090;1060;Переходник Андроид магнитолы для Nissan Murano 2016+ (360);3602;21762;ок;1;6;0
Nissan;NV100;2015–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Suzuki Every, Nissan NV100 2015+ 9 дюймов;SU 077N;1041;Переходник Андроид магнитолы для Nissan 2004+;550;18591;ок;1;3;0
Nissan;NV200;2009–2018;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Nissan NV200 2009+ 9 дюймов (черная);NI 269N;1334;Переходник Андроид магнитолы для Nissan 2004+;550;18884;ок;1;3;0
Nissan;NV200;2009–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan NV200 2009+ 9 дюймов (серебристая);NI 075N;1442;Переходник Андроид магнитолы для Nissan 2004+;550;18992;ок;1;3;0
Nissan;NV350;2012–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan NV350 2012 - 2017 9 дюймов;NI 104N;760;Переходник Андроид магнитолы для Nissan 2004+;550;18310;ок;1;3;0
Nissan;NV350;2012–2017;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Nissan NV350 2012 - 2017 10 дюймов;NI 273T;2417;Переходник Андроид магнитолы для Nissan 2004+;550;20067;ок;1;3;0
Nissan;Navara;1997–2004;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Navara 1997 - 2004 10 дюймов;NI 110T;1056;Переходник Андроид магнитолы для Nissan 1994-2004;500;18656;ок;1;3;0
Nissan;Navara;2004–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Navara 2004 - 2010 9 дюймов;NI 065N;3327;Переходник Андроид магнитолы для Nissan 2004+;550;20877;ок;1;3;0
Nissan;Navara;2006–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Navara 2006 - 2012 9 дюймов;NI 165N;1268;Переходник Андроид магнитолы для Nissan 2004+;550;18818;ок;1;3;0
Nissan;Note;2005–2013;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Note 2005 - 2013 (E11, NE11, ZE11) 9 дюймов;NI 146N;1583;Переходник Андроид магнитолы для Nissan 2004+;550;19133;ок;1;4;0
Nissan;Note;2012–2020;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Note 2012 - 2020 10 дюймов (правый руль);TK481;2006;Переходник Андроид магнитолы для Nissan 2004+;550;19656;ок;1;4;0
Nissan;Note;2021–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Note 2021+ 10 дюймов (правый руль);NI 210T;903;Переходник Андроид магнитолы для Nissan 2014+;730;18733;ок;1;4;0
Nissan;Pathfinder;2004–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Pathfinder 2004 - 2010 9 дюймов Тип2;NI 175N;4910;Переходник Андроид магнитолы для Nissan 2004+;550;22460;ок;1;3;0
Nissan;Pathfinder;2010–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Pathfinder 2010 - 2014 9 дюймов (взамен нижнего CD);NI 197N;2430;Переходник Андроид магнитолы для Nissan 2004+;550;19980;ок;1;3;0
Nissan;Pathfinder;2012–2020;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Nissan Pathfinder 2012 - 2020 9 дюймов;NI 241N;5527;Переходник Андроид магнитолы для Nissan 2004+;550;23077;ок;1;3;0
Nissan;Patrol;1997–2002;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Safari, Patrol 1997 - 2002 9 дюймов;NI 179N;2201;Переходник Андроид магнитолы для Nissan 1994-2004;500;19701;ок;1;4;0
Nissan;Patrol;1997–2004;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Nissan Patrol 1997 - 2004 9 дюймов (правый руль);NI 230N;2218;Переходник Андроид магнитолы для Nissan 1994-2004;500;19718;ок;1;4;0
Nissan;Patrol;2010–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Nissan Patrol 2010 - 2017, Infiniti QX 2010 - 2020 9 дюймов;NI 135N;4028;Переходник Андроид магнитолы для Nissan 2004+;550;21578;ок;1;4;0
Nissan;Primera;1990–1997;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Nissan Primera (P10) 1990 - 1997 9 дюймов (для авто с климат-контролем);IN 009N;3948;Переходник Андроид магнитолы для Nissan 1994-2004;500;21448;ок;1;3;0
Nissan;Primera;2001–2008;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Primera 2001 - 2008 9 дюймов;NI 237N;1881;Переходник Андроид магнитолы для Nissan 2004+;550;19431;ок;1;3;0
Nissan;Qashqai;2007–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Qashqai, Dualis 2007 - 2014 9 дюймов;TK0264;1508;Переходник Андроид магнитолы для Nissan 2004+;550;19058;ок;3;5;0
Nissan;Qashqai;2007–2014;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Nissan Qashqai, Dualis 2007 - 2014 для 12,3 дюйма магнитолы;K193+K328;6929;Переходник Андроид магнитолы для Nissan 2004+;550;33879;ок;1;5;0
Nissan;Qashqai;2014–2022;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Nissan Qashqai, X-Trail 2014+ (с климат контролем) 9 дюймов;NI 234N;3555;Переходник Андроид магнитолы для Nissan 2014+;730;21285;ок;1;5;0
Nissan;Qashqai;2014–2025;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Qashqai, X-Trail 2014+ (для любой комплектации авто) 10 дюймов;TK0328;1027;Переходник Андроид магнитолы для Nissan 2014+;730;18857;ок;2;5;0
Nissan;Qashqai;2018–2023;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Установочный комплект для магнитол 10 дюймов в Nissan Qashqai, X-Trail 2018 - 2023 правый руль и 360;IN-XT004-2;2562;Переходник Андроид магнитолы для Nissan 2014+;730;20392;ок;1;5;0
Nissan;Safari;1997–2002;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Safari, Patrol 1997 - 2002 9 дюймов;NI 179N;2201;Переходник Андроид магнитолы для Nissan 1994-2004;500;19701;ок;1;3;0
Nissan;Sentra;2002–2006;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Nissan Almera, Sentra 2002 - 2006 10 дюймов;NI 078T;1311;Переходник Андроид магнитолы для Nissan 1994-2004;500;18911;ок;1;3;0
Nissan;Sentra;2014–2022;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Nissan Sentra, Tiida, Bluebird Sylphy 2014+ для 12,3 дюйма магнитолы;K60 PA1;4767;Переходник Андроид магнитолы для Nissan 2004+;550;31717;ок;1;3;0
Nissan;Sentra;2014–2025;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Sentra, Tiida, Bluebird Sylphy 2014+ 10 дюймов;AYSHYG017;901;Переходник Андроид магнитолы для Nissan 2004+;550;18551;ок;1;3;0
Nissan;Serena;2005–2008;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Serena 2005 - 2008 9 дюймов;NI 105N;3390;Переходник Андроид магнитолы для Nissan 2004+;550;20940;ок;1;5;0
Nissan;Serena;2008–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Serena 2008 - 2010 9 дюймов;NI 108N;2013;Переходник Андроид магнитолы для Nissan 2004+;550;19563;ок;1;5;0
Nissan;Serena;2010–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Serena 2010 - 2016 9 дюймов;NI 077N;1032;Переходник Андроид магнитолы для Nissan 2004+;550;18582;ок;1;5;0
Nissan;Serena;2016–2019;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Serena 2016 - 2019 10 дюймов Тип1;TK587;1035;Переходник Андроид магнитолы для Nissan 2004+;550;18685;ок;2;5;0
Nissan;Serena;2019–2022;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Serena 2019 - 2022 10 дюймов;NI 114T;1512;Переходник Андроид магнитолы для Nissan 2014+;730;19342;ок;1;5;0
Nissan;Sunny;1998–2004;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Sunny 1998 - 2004 10 дюймов;NI 168T;3519;Переходник Андроид магнитолы для Nissan 1994-2004;500;21119;ок;1;3;0
Nissan;Teana;2003–2008;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Teana 2003 - 2008 9 дюймов Тип1;NI 087N;1223;Переходник Андроид магнитолы для Nissan Teana 2003-2008;5011;23234;ок;2;8;0
Nissan;Teana;2008–2013;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Teana 2008 - 2013 9 дюймов;NI 100N;1470;Переходник Андроид магнитолы для Nissan 2004+;550;19020;ок;1;8;0
Nissan;Teana;2008–2013;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Teana 2008 - 2013 10 дюймов;106-00405-109;1275;Переходник Андроид магнитолы для Nissan 2004+;550;18925;ок;1;8;0
Nissan;Teana;2014–2016;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Teana, Altima 2014 - 2016 10 дюймов;NI 046T;1478;Переходник Андроид магнитолы для Nissan 2004+;550;19128;ок;1;8;0
Nissan;Terrano;2014–2022;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Terrano 2014+ 9 дюймов;NI 125N;2007;Переходник Андроид магнитолы для Nissan 2004+;550;19557;ок;1;3;0
Nissan;Tiida;2004–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Tiida 2004 - 2012 9 дюймов;TK315;1507;Переходник Андроид магнитолы для Nissan 2004+;550;19057;ок;3;3;0
Nissan;Tiida;2004–2012;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Nissan Tiida 2004 - 2012 для 12,3 дюйма магнитолы серая;K58 PA1/PA3+K328;7083;Переходник Андроид магнитолы для Nissan 2004+;550;34033;ок;1;3;0
Nissan;Tiida;2014–2022;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Nissan Sentra, Tiida, Bluebird Sylphy 2014+ для 12,3 дюйма магнитолы;K60 PA1;4767;Переходник Андроид магнитолы для Nissan 2004+;550;31717;ок;1;3;0
Nissan;Tiida;2014–2025;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Sentra, Tiida, Bluebird Sylphy 2014+ 10 дюймов;AYSHYG017;901;Переходник Андроид магнитолы для Nissan 2004+;550;18551;ок;1;3;0
Nissan;Wingroad;2005–2018;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan Wingroad (Y12) 2005 - 2018 9 дюймов;NI 131N;1517;Переходник Андроид магнитолы для Nissan 2004+;550;19067;ок;1;3;0
Nissan;X-Trail;2000–2003;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Nissan X-Trail (T30) 2000 - 2003 9 дюймов;NI 066N;1592;Переходник Андроид магнитолы для штатных систем Clarion;300;18892;ок;1;7;0
Nissan;X-Trail;2003–2007;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan X-Trail, Armada (без Bose) 2003 - 2007 10 дюймов;NI 084T;1111;Переходник Андроид магнитолы для штатных систем Clarion;300;18511;ок;2;7;0
Nissan;X-Trail;2007–2013;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan X-Trail (T31) 2007 - 2013 10 дюймов;TK0223;1552;Переходник Андроид магнитолы для Nissan 2004+;550;19202;ок;1;7;0
Nissan;X-Trail;2014–2022;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Nissan Qashqai, X-Trail 2014+ (с климат контролем) 9 дюймов;NI 234N;3555;Переходник Андроид магнитолы для Nissan 2014+;730;21285;ок;1;7;0
Nissan;X-Trail;2014–2025;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan Qashqai, X-Trail 2014+ (для любой комплектации авто) 10 дюймов;TK0328;1027;Переходник Андроид магнитолы для Nissan 2014+;730;18857;ок;2;7;0
Nissan;X-Trail;2018–2023;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Установочный комплект для магнитол 10 дюймов в Nissan Qashqai, X-Trail 2018 - 2023 правый руль и 360;IN-XT004-2;2562;Переходник Андроид магнитолы для Nissan 2014+;730;20392;ок;1;7;0
Nissan;X-Trail;2021–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Nissan X-Trail 2021+ 10 дюймов Тип1;NI 206T;2013;Переходник Андроид магнитолы для Nissan 2014+;730;19843;ок;2;7;0
Opel;Astra;1998–2004;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Opel Astra (G) 1998 - 2004 9 дюймов (в верхнюю часть панели);OP 026N;3432;Переходник Андроид магнитолы для Chevrolet, Opel;800;21232;ПРОВЕРИТЬ: годы проводки не совпали;1;2;0
Opel;Astra;2004–2010;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Opel Astra (H) 2004 - 2010 9 дюймов (взамен верхнего дисплея);OP 021N;1401;Переходник Андроид магнитолы для Chevrolet, Opel;800;19201;ок;1;2;0
Opel;Astra;2004–2010;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Opel Astra (H) 2004 - 2010 для 12,3 дюйма магнитолы (взамен верхнего БК);192B;2098;Переходник Андроид магнитолы для Chevrolet, Opel;800;29298;ок;1;2;0
Opel;Astra;2004–2011;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Opel Astra (H), Zafira 2004 - 2011 9 дюймов (черная);OP 020N;886;Переходник Андроид магнитолы для Chevrolet, Opel;800;18686;ок;2;2;0
Opel;Astra;2009–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Opel Astra (J) 2009 - 2017 9 дюймов;BU 024N;942;Переходник Андроид магнитолы для Chevrolet, Opel;800;18742;ок;1;2;0
Opel;Corsa;2006–2011;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Opel Corsa (D) 2006 - 2011 для 12,3 дюйма магнитолы;K408+K328;3187;Переходник Андроид магнитолы для Chevrolet, Opel;800;30387;ок;1;1;0
Opel;Insignia;2009–2013;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Opel Insignia 2009 - 2013 9 дюймов;BU 030N;834;Переходник Андроид магнитолы для Chevrolet, Opel;800;18634;ок;1;1;0
